Time,Velocity,Wheel Angle,Push Button,X Pose,Y Pose,Z Orien,X PF,Y PF,Z Orien PF
0:1.4,0.0,0.5,False,4.60870951217138,-0.3469393934984895,0.672779320581106,0.004180990589764233,0.004959876922205854,0.010032589404668012
0:1.5,0.0,0.5,False,4.605670775485043,-0.3392607233270565,0.6699080620318829,-0.0008538135915490963,0.005553573055756716,-0.0020654003408164903
0:1.6,0.0,0.5,False,4.613077818424298,-0.32885361961701,0.6727340146779526,-0.004232522071272948,0.030876062166385616,0.005571929507669104
0:4.4,0.0,0.5,False,4.647330931308221,-0.3420173929913112,0.6677891509813298,0.032204661095744214,0.031160363638951517,-0.004921383357513906
0:4.5,0.0,0.5,False,4.6457773752706135,-0.3404781576317329,0.6692108469117394,0.027579961222031102,0.031612575095202045,-0.0010921841103877972
0:4.6,-816.6666666666667,0.5,False,4.621420386878396,-0.32548294087372776,0.6726144878539178,0.025659266961796184,0.021606647098221063,0.004262162711104389
0:4.8,-1750.0,0.41038373075127604,False,4.584965499639515,-0.29364091884133725,0.6748550971710179,0.0189178849194174,0.025380577963908177,0.0036306383866376293
0:4.9,-1750.0,0.1535732585420211,False,4.551975572544121,-0.2618787522621413,0.6866352408006162,0.011635631825310078,0.026531491120249745,0.005833114218847668
0:5.1,-1750.0,0.14999999999999997,False,4.40033396123976,-0.13761202079627755,0.7230581603712624,-0.008401032505963302,0.008740439588148324,-0.030168186904975223
0:5.3,-1750.0,0.15,False,4.282580582821116,-0.018877359822513363,0.7551276020691282,-0.0010246291732852186,-0.018227544259299486,-0.0985859758588238
0:5.4,-1750.0,0.15,False,4.1833925074835925,0.0938153556517829,0.76733841077533,-0.0009342349355265511,-0.024779285271337007,-0.1633791129941502
0:5.5,-1750.0,0.15,False,4.12134299548868,0.1887418983475126,0.7828867944837491,0.021596583838903352,-0.007145035973503522,-0.23652085437358802
0:5.6,-1750.0,0.15,False,4.098326799708324,0.3215090664951652,0.7783880883414451,0.10005222389581707,-0.015922961654727383,-0.27718296084979555
0:5.8,-1750.0,0.24544538252694265,False,4.102853446586927,0.45050055842175796,0.7769037884634178,0.14951464766641065,-0.01716226277503151,-0.341592071996569
0:5.9,-1750.0,0.5,False,4.09185094923599,0.5052456173986664,0.7686098268513188,0.1996164661067774,-0.05354467134727659,-0.3779824880494599
0:6.0,-1750.0,0.4203976327657699,False,4.0955605169634275,0.5785643230654407,0.74807486527774,0.23237687551650482,-0.05703332176503004,-0.42127793848486067
0:6.1,-1750.0,0.17314952642520265,False,4.116477965679163,0.6599252849716244,0.7422489903003705,0.292354037541432,-0.0644431934327945,-0.45521172755448625
0:6.3,-1750.0,0.5,False,4.109530909288575,0.8132667711607084,0.7438798976378058,0.3028112336334665,-0.053089957614906744,-0.4665054590618094
0:6.4,-1750.0,0.5,False,4.1044361156912865,0.9181350203211089,0.7295348965621422,0.3408650498117128,-0.10407551656276628,-0.5050493850875207
0:6.5,-1750.0,0.5,False,4.110100943663804,0.9991517885292913,0.7049460511777714,0.36028769690252077,-0.12122712943905452,-0.5280177298231795
0:6.6,-1750.0,0.5,False,4.122651169965688,1.0751286047127175,0.6940003336883525,0.4178792282484901,-0.159833982425907,-0.531394251862844
0:6.8,-1750.0,0.4942947994917632,False,4.127708058687874,1.2448726309835276,0.6812841783131808,0.4457330932824505,-0.18419593117625574,-0.54477740648444
0:6.9,-1750.0,0.48432821954290073,False,4.115176769180062,1.3188708879902997,0.6752702242250272,0.4619976041535884,-0.23423370211824046,-0.5613893206211649
0:7.0,-1750.0,0.5,False,4.102991738361266,1.3884758210591088,0.6684530289241075,0.4762484249920632,-0.24556969948805907,-0.570447593419093
0:7.1,-1750.0,0.5,False,4.092066215946229,1.5063799943913576,0.6602422412501927,0.5131720169383062,-0.3238673969605026,-0.5714214061890414
0:7.3,-1750.0,0.5,False,4.087016899116792,1.5879475864437824,0.656548674132923,0.5273128305993703,-0.3549810730357592,-0.5744712104098101
0:7.4,-1750.0,0.5,False,4.075080977417709,1.6349807373819967,0.6568654250148127,0.54455103260286,-0.40125444015803513,-0.57378629662788
0:7.5,-1750.0,0.5,False,4.063955592502634,1.714223031307519,0.6539500211483217,0.5566476794307436,-0.4210930663175949,-0.5807601913163862
0:7.6,-1750.0,0.5,False,4.051615069430604,1.7920682173172127,0.6507190852648163,0.5652526723794603,-0.491771570007453,-0.5935720001021684
0:7.8,-1750.0,0.5,False,4.036874423429877,1.9242793812541485,0.6348203225783,0.5839943677107416,-0.5272472351024777,-0.5975293500980642
0:7.9,-1750.0,0.5,False,4.02670792706747,1.9997292181715491,0.6281818081974413,0.5875477333731104,-0.5672242025033384,-0.6111263716492404
0:8.0,-1750.0,0.5,False,4.027748102761178,2.0862443595945663,0.007645569286144849,0.5998020265938063,-0.616094345695672,-0.6263433958105549
0:8.1,-1750.0,0.5092499095946551,False,4.028053570880296,2.1447221559528673,-0.6052100781043622,0.6276360189907291,-0.6477049127069567,-0.6327341718477193
0:8.3,-1750.0,0.6178842306137086,False,4.056129381400632,2.334799602987719,-0.5671329693554653,0.6443259682079109,-0.6915615398645092,-0.64159674188649
0:8.4,-1750.0,0.6167370975017548,False,4.045130859110348,2.4103243137169783,-0.5573703471072653,0.6557662404307876,-0.7277859121297913,-0.637464264209225
0:8.5,-1750.0,0.6130257883242198,False,4.037277146674697,2.4592658739286817,-0.5557302623394693,0.698193005113249,-0.8002513379239216,-0.6165098057965195
