Time,Velocity,Wheel Angle,Push Button,X Pose,Y Pose,Z Orien,X PF,Y PF,Z Orien PF
0:0.4,0.0,0.5,False,6.138000470745918,8.354618642472147,0.8577281545484821,0.01045133517210628,0.03295070245907105,-0.01647642392197381
0:0.5,0.0,0.5,False,6.139905941500004,8.349353263680566,0.8571292883568133,0.013902384071286633,0.030880007202047,-0.013555820020757945
0:2.9,0.0,0.5,False,6.165359722538289,8.328849124348412,0.8601978628214404,0.042421320540156335,0.043222829269863684,-0.009028323121159499
0:3.0,0.0,0.5,False,6.165357069813785,8.328853554340263,0.8601979669508126,0.04246042836385275,0.03989854008237187,-0.011241819443831022
0:3.2,-1516.6666666666667,0.5,False,6.14659048500272,8.345209493891423,0.8580816265760498,0.03366026114776263,0.035178749669561526,-0.01316248543986368
0:3.3,-1750.0,0.5,False,6.145353590305996,8.367048569623318,0.8585320254317405,0.033075448404530444,0.05550377714997357,-0.011406374256033448
0:3.4,-1750.0,0.47805714285714285,False,6.132430302592474,8.405735400967146,0.8584766163690574,0.03469307860055326,0.05036871000381647,-0.015797574478579754
0:3.5,-1750.0,0.20315555555555545,False,6.1011310929589815,8.464374956929671,0.8687495202496441,0.027945461398746457,0.05937169816205147,-0.012166717155631179
0:3.6,-1750.0,0.15,False,6.072894243591396,8.526776936801808,0.8839172819630357,0.003454258138740368,0.05604127678991729,-0.03726530547597773
0:3.8,-1750.0,0.14999999999999997,False,5.941641214952464,8.754441484875152,0.9092710990301602,0.007778005075702088,0.03562232928283614,-0.07831200370253906
0:3.9,-1750.0,0.20119999999999996,False,5.922760019560322,8.815233838023524,0.9206752402441766,0.02263045975935707,0.03904866829748593,-0.1552212202464417
0:4.0,-1750.0,0.4686666666666667,False,5.873652786540064,8.990421479144228,0.9145450541311813,0.10072774740477394,0.04555178087724615,-0.20680014789288204
0:4.2,-1750.0,0.5,False,5.892256845387694,9.136357895274346,0.8649311818272778,0.14967376640917968,0.025989713143678372,-0.26212049474106797
0:4.3,-1750.0,0.5,False,5.886085761591662,9.220591025094041,0.8574995585446736,0.1754718876959979,0.023096810858151837,-0.2762067730459901
0:4.4,-1750.0,0.5,False,5.869938638702619,9.303320419695336,0.8550730258005936,0.19472811301071077,0.020040599747567278,-0.2851899054149758
0:4.6,-1750.0,0.5,False,5.867818519305013,9.452449315279084,0.8454533214730173,0.28778557441285346,-0.003158259967700923,-0.30169947500414757
0:4.8,-1750.0,0.6194666666666667,False,5.882788229251197,9.52796469256202,0.8340802303765011,0.3739617062192736,-0.043712133103797214,-0.3146752270326456
0:4.9,-1750.0,0.85,False,5.880010285268543,9.596595981441467,0.8097001357493617,0.4201194781862646,-0.07709187302813307,-0.33341429719326204
0:5.0,-1750.0,0.7402857142857143,False,5.8764110632083835,9.660937705122906,0.7886937654717155,0.46604913318775976,-0.10065834354648215,-0.3305225629389965
0:5.2,-1750.0,0.8097142857142857,False,5.853717017026703,9.827009007312615,0.7760699575084635,0.48743051092912,-0.08524086352949589,-0.3067791554471393
0:5.3,-1750.0,0.7219999999999999,False,5.841694909352741,9.86661816983047,0.7760431715522875,0.5515202382772003,-0.07851600629721094,-0.2547733093947373
0:5.4,-1750.0,0.5,False,5.828555675377213,9.905160024044964,0.7853009372711426,0.5950979607921727,-0.09274379056949453,-0.26252429090009866
