Time,Velocity,Wheel Angle,Push Button,X Pose,Y Pose,Z Orien,X PF,Y PF,Z Orien PF
0:4.4,0.0,0.55,False,-0.00025772359361522074,-5.798116366281503e-05,-4.809408885886694e-06,1.596246618189965,1.4088488322723038,-0.7584897821831192
0:4.6,0.0,0.5499999999999999,False,-0.0002544576147904365,-5.8404405810131584e-05,-3.7111083504827782e-06,1.598607510158193,1.4073600500455463,-0.7576718951883368
0:4.7,0.0,0.5499999999999999,False,-0.0002496137187222491,-5.763994798807794e-05,-3.2544201738216134e-06,1.5939144371127656,1.404036805640146,-0.7543355496262998
0:4.9,0.0,0.5499999999999999,False,-0.00025363281285344645,-5.626620724505107e-05,-3.1674964077154857e-06,1.5841405967671467,1.4064705113505278,-0.758737035328102
0:5.0,0.0,0.5499999999999999,False,-0.0002487493414373348,-5.592351676082754e-05,-3.0915764503844857e-06,1.5802968826838184,1.396565710324384,-0.7564892685319544
0:5.1,0.0,0.5499999999999999,False,-0.00024794442988021475,-5.63595132806902e-05,-3.6347689758536548e-06,1.6037675854236917,1.3796181785307888,-0.7446128613576036
0:10.9,0.0,0.55,False,-0.0002796183513197799,-6.082158147368613e-05,7.462121302851144e-06,1.5978160125486418,1.423353702756858,-0.7444279441875232
0:11.1,0.0,0.5499999999999999,False,-0.0002794603403958821,-5.9644086176118955e-05,7.0628367177982486e-06,1.5837093969657576,1.4272231857068616,-0.7576577060668822
0:11.2,0.0,0.5499999999999999,False,-0.0002734349896842109,-6.216823817136172e-05,7.296311261593894e-06,1.595597920861154,1.4127327032177908,-0.7464676724785739
0:11.3,0.0,0.5499999999999999,False,-0.000269891362027832,-6.431874287354434e-05,7.233556321286865e-06,1.5903146174337186,1.426346424396041,-0.7553639496609695
0:11.4,0.0,0.5499999999999999,False,-0.0002693009809203319,-6.533084577264165e-05,7.489244204256125e-06,1.5918642682093114,1.4233117053037243,-0.7575321843496805
