Time,Velocity,Wheel Angle,Push Button,X Pose,Y Pose,Z Orien,X PF,Y PF,Z Orien PF
0:0.1,0.0,0.5,False,-0.00012694266896368483,-1.0554594171643606e-05,1.8383970859894296e-05,0.04526478269407361,0.032679136763620734,-0.008618718775195353
0:0.2,0.0,0.5,False,-0.00011639612747705872,-9.851870263036047e-06,1.872453365661224e-05,0.05412691186624659,0.021266569046907498,-0.003948939665150668
0:1.1,-1108.3333333333335,0.5,False,0.0062811782697532095,5.75159318285747e-05,1.432875296156738e-05,0.04666606134033768,0.02285577679207232,0.012977061147608028
0:1.2,-1750.0,0.4402390549063682,False,0.014166218173092722,0.00015334542675456196,-1.9676956731901262e-05,0.04920396117017245,0.028860572114011725,0.01314001196667643
0:1.4,-1750.0,0.15,False,0.05896527886565888,-0.0008921036739695305,-0.02022863802091179,0.04355747182425833,0.01720142981978931,-0.004272288392506264
0:1.5,-1750.0,0.38695402534802764,False,0.1142949812522652,-0.004250996619182988,-0.03873501420084002,0.028359660538148562,0.01897141874511557,-0.021678270423142083
0:1.6,-1750.0,0.5,False,0.1725879233217319,-0.008619483642373698,-0.03873349658957418,0.01053722875991811,0.00978100763515546,-0.07021231028379805
0:1.7,-1750.0,0.4570180752325058,False,0.23284854949651557,-0.014010090703391995,-0.04098969058227858,0.020550269816003247,0.011195975503159566,-0.1011191037224737
0:1.9,-1750.0,0.34479794204235076,False,0.3532144351454153,-0.028612873821628033,-0.0633328374631224,0.053324478337834186,0.010180232980215705,-0.10275541959771013
0:2.1,-1750.0,0.26498134647096905,False,0.47463436323343844,-0.047256601448249544,-0.10228499899145961,0.09257524926263884,0.009428738351828031,-0.17104672713790475
0:2.3,-1750.0,0.2657236059506734,False,0.5700090557375275,-0.06947792221255597,-0.13481279292646225,0.12645847657918766,-0.006296895566774083,-0.23696618015571985
0:2.4,-1750.0,0.26437404326030184,False,0.6260623855368027,-0.08449950158240234,-0.15420969615433516,0.16881589809141379,-0.0033307857906270527,-0.278801015898049
0:2.5,-1750.0,0.28446702659130096,False,0.6624062154517283,-0.09606698770934351,-0.16625770069192697,0.2174904502452519,-0.0029181301704680057,-0.308746207139593
