"['Time', 'Velocity', 'Wheel Angle', 'Push Button', 'X Pose', 'Y Pose', 'Z Orien', 'X PF', 'Y PF', 'Z Orien PF']"
0:1.4,0.0,0.5,False,0.0031078737694456363,-1.3270226679845288e-05,-1.896612201964447e-05,0.026744684670449076,-0.011710573613540486,0.008775071621842817
0:2.9,0.0,0.5,False,0.003131393878836554,-2.3551434583412837e-05,-2.112956737759634e-05,0.02226266308444788,-0.011871520527320895,0.010334562023111738
0:3.1,0.0,0.5,False,0.0031356319808863806,-2.361487158397295e-05,-2.071176530354347e-05,0.023916674789817738,-0.026195304566417926,0.011485277833436239
0:3.2,-35.0,0.5,False,0.010104420233911364,1.3538336486755558e-05,-2.058517817547031e-05,0.0216483918949191,-0.025003143599867293,0.009382048621923515
0:3.3,-816.6666666666666,0.5,False,0.024851589919363076,-5.82111779557292e-05,-1.998353979667489e-05,0.011457086759852741,-0.012481291442470543,0.01305882892963113
0:3.5,-1750.0,0.5,False,0.04452301510819769,-8.325030115279844e-06,-1.9237734450265896e-05,0.011457176508881117,-0.013023712519855488,0.0023556766330328958
0:3.6,-1750.0,0.5,False,0.07297791473559471,1.9476600593893508e-05,-1.8780732217694327e-05,0.015290185804221618,-0.019413745285549504,0.007344382904213477
0:3.7,-1750.0,0.5,False,0.1177756896981136,0.00023904523489692286,-1.8550431895839385e-05,0.005915054705903339,-0.02125186733356234,0.011288079838552506
0:3.8,-1750.0,0.5,False,0.1732654855190746,1.7807985978852174e-05,-1.8796179382234145e-05,-0.0002994892366811053,-0.03536665640663294,0.015286051806373064
0:3.9,-1750.0,0.5,False,0.23750717158972723,0.0007499816060638198,-1.9083967303037508e-05,0.022928979630481988,-0.027902398018749195,0.009521211864263692
0:4.1,-1750.0,0.5808325697978338,False,0.3660171244024313,6.721883114322626e-05,-0.006687950214305873,0.03001238379243573,-0.02057156520613778,0.008143295818823285
0:4.2,-1750.0,0.6601554334163666,False,0.43005797470095714,-0.0003788235485773737,-0.02112737497079003,0.09731098078208149,-0.0029150263716536118,0.004908219898423835
0:4.3,-1750.0,0.6615724802017211,False,0.48691734145127163,-0.003501738975228244,-0.034167281596848384,0.1492321038202184,0.0032839765582364086,0.015209472553127622
0:4.5,-1750.0,0.6644065618515014,False,0.5915690004293074,-0.012361036906955607,-0.05889725713646528,0.19225050258571463,0.004380409797048835,0.058165993906318034
0:4.6,-1750.0,0.7328607479731242,False,0.6381344754695724,-0.018109735169178964,-0.07473379582343964,0.2337345719017579,-0.01919180204118122,0.07815140285896935
0:4.7,-1750.0,0.7702243890081133,False,0.6837416006542342,-0.024655865773845702,-0.09240217595783222,0.29780792963380787,-0.0268142941251331,0.12292495467875571
0:4.8,-1750.0,0.76709204018116,False,0.7294382418282821,-0.03415065459005462,-0.1096865973422178,0.3559058889188583,-0.03394576448203082,0.14513830865646654
0:5.0,-1750.0,0.5961950430750846,False,0.8180309317617512,-0.05720701975576689,-0.13294114019806852,0.4093179578843572,-0.03688522001260444,0.19325926946847105
0:5.1,-1750.0,0.5,False,0.8620865187682958,-0.06951599577529191,-0.13293971701098284,0.4671072694753515,-0.039194601133821644,0.22391587327993503
0:5.2,-1750.0,0.5,False,0.9105716227406351,-0.08255140864194044,-0.13293985599461328,0.5095566075124545,-0.03156221238500284,0.2587774298659693
0:5.3,-1750.0,0.5,False,0.9603450490510691,-0.0965637275979147,-0.13293897482516076,0.5490503674378266,-0.02348365721648707,0.27648504842821664
0:5.5,-1750.0,0.5,False,1.0627934685831062,-0.1237596469546619,-0.1329383990027697,0.5949591331939317,-0.00803731816637994,0.28457530065671693
0:5.6,-1750.0,0.5,False,1.1149991982113128,-0.13824533882630285,-0.13293800775581932,0.64524510353333,-0.007876537572366615,0.29517419532855904
0:5.7,-1750.0,0.5,False,1.1669584503882053,-0.1529762435839866,-0.1329381375268071,0.7130722062465347,0.030041984930062382,0.29771114214043964
0:5.9,-1750.0,0.5,False,1.265120583392018,-0.18036136179997767,-0.1329381667053301,0.7502115578782211,0.04249850909515004,0.32125133425883134
0:6.0,-1750.0,0.5,False,1.313441394889979,-0.19236472399379395,-0.13293753616455342,0.784869222947615,0.06214282601388508,0.33205763112774983
0:6.1,-1750.0,0.5,False,1.3601820560562472,-0.20532283255354145,-0.1329371023241428,0.8297759917203149,0.08294883482985418,0.32593373745202525
0:6.2,-1750.0,0.5,False,1.406848540691375,-0.2185887844756506,-0.13293764058278312,0.8722023393817344,0.10389594340306156,0.3331967179106541
0:6.3,-1750.0,0.5,False,1.4532333035512817,-0.23019172694488374,-0.1329388855488025,0.9176124032736619,0.1264537992220747,0.3326734873003116
0:6.5,-1750.0,0.3207081735134124,False,1.5474907496025887,-0.25502087394395323,-0.11884420727953923,0.9754956815350369,0.20530429893512686,0.32640905291357675
0:6.6,-1750.0,0.3729631664196651,False,1.5965475736119261,-0.2666298810027027,-0.11000015913817444,1.029313974133299,0.2750344776849622,0.33491719907933304
0:6.7,-1750.0,0.5,False,1.644244956295359,-0.2782368718248107,-0.10999976142980669,1.0854240154415309,0.31644965667187624,0.32870887357747264
0:6.8,-1750.0,0.5,False,1.6950921044839333,-0.28744939461458985,-0.11000002801939968,1.120920496468701,0.3240135557734772,0.3002390774366348
0:7.0,-1750.0,0.5,False,1.7790343773207962,-0.30572792204154087,-0.11000081048890446,1.1663374962664528,0.35020868280730194,0.3020417842353023
0:7.1,-1750.0,0.5,False,1.8171767170176119,-0.31377642820541174,-0.11000131418041452,1.2031790097753483,0.3645063623668155,0.3010828369742163
0:7.2,-1750.0,0.5,False,1.8918190770447816,-0.33176131361219907,-0.11000104889068271,1.228411076634308,0.3732367916956236,0.3163941614068647
0:7.4,-1750.0,0.5406661959985892,False,1.9661065478455864,-0.3490043628942276,-0.11031219810140416,1.250051350862987,0.3811717517144573,0.32432533338260816
0:7.5,-1750.0,0.6155436530709266,False,2.0363623555972152,-0.365740543117219,-0.12054013019020256,1.2816372887680922,0.38437986689611314,0.32442667274171777
0:7.6,-1750.0,0.5770017039775848,False,2.0847391936234443,-0.37724129326821265,-0.12684488528583548,1.2924519334840847,0.3870548487834184,0.33115555467677377
0:7.7,-1750.0,0.5,False,2.13546898804898,-0.39067292407411147,-0.12684455693473298,1.3401632610600933,0.4150813625407134,0.341753684288309
0:7.8,-1750.0,0.5,False,2.1881556262845674,-0.404718381657836,-0.1268439832838754,1.3814088661409354,0.4452667585914291,0.3532019273534614
0:8.0,-1750.0,0.23583608014242985,False,2.2890804031767207,-0.42939364727429774,-0.1014080945959665,1.414685706964411,0.48843917503740686,0.3676411033088187
0:8.1,-1750.0,0.3651149914794498,False,2.3364847831298423,-0.43863105084605486,-0.09241063434443256,1.4681907321334031,0.5464629817696846,0.3640525727216388
0:8.2,-1750.0,0.5,False,2.384146212119977,-0.44689015649637087,-0.09241076031761676,1.5265776947657903,0.6029095436639792,0.3379103035804889
0:8.3,-1750.0,0.4821828562766314,False,2.434447346261069,-0.4568469639509448,-0.09051665967087844,1.5888419710956323,0.6298341533270073,0.3063621082181661
0:8.5,-1750.0,0.45242211744189265,False,2.5379961152221853,-0.4748063971978082,-0.08345094260823444,1.622984900872558,0.6450734983959172,0.30611480253030265
0:8.6,-1750.0,0.3724016795555751,False,2.5864097711092384,-0.482148129187697,-0.07431961882095622,1.6585965058347376,0.6574170766853177,0.2960471835331373
0:8.7,-1750.0,0.39010356590151785,False,2.637227500743805,-0.49041932159721496,-0.06769205925429123,1.6888101835730684,0.687538845633635,0.30284396899037963
0:8.9,-1750.0,0.5,False,2.7336926155157504,-0.5053713564055432,-0.06737780569221549,1.7356923929354966,0.7046977382990769,0.2975879028187121
0:9.0,-1750.0,0.5,False,2.7813725235062616,-0.5137695111935554,-0.06737799967540109,1.78962738895952,0.7261669416808992,0.2871703059527684
0:9.1,-1750.0,0.5,False,2.831461721477636,-0.5213686546882292,-0.06737800538869472,1.8480099973126944,0.7441481158336121,0.2814660844961505
0:9.2,-1750.0,0.5,False,2.8828261432860263,-0.5279030900882686,-0.0673785659504973,1.9210881178018226,0.7601085097499586,0.2647300392334408
0:9.3,-1750.0,0.5,False,2.932760159890834,-0.5347941376559152,-0.06737881851441926,1.997674333639235,0.7715107269723454,0.2548557436502988
0:9.5,-1750.0,0.3922312334179878,False,3.0292490703802706,-0.5464584269555048,-0.058844421669191835,2.0338458559153643,0.7985324388011038,0.26757587782238684
0:9.6,-1750.0,0.3844437748193741,False,3.0790065642195943,-0.5520862465388535,-0.05080668666348803,2.0513048989180938,0.8362849744627769,0.2803558916574034
0:9.7,-1750.0,0.3845449911696569,False,3.131820205455613,-0.5578859587433467,-0.04225389044441563,2.0725520972256075,0.8760648880367482,0.2775270931811972
0:9.9,-1750.0,0.37382222265005116,False,3.231465013088712,-0.5669739212515903,-0.023662616536805535,2.1253949924429487,0.9116753179871253,0.26312235856295935
0:10.0,-1750.0,0.22652706503868103,False,3.280966466138526,-0.5670254200563538,-0.005394601836148248,2.1975215028649777,0.9457927386564948,0.2361251005955125
0:10.1,-1750.0,0.18970066479274206,False,3.3302203367513146,-0.5659833966992062,0.016008152949598356,2.285608989075325,0.9789722104697457,0.2135111431167397
0:10.2,-1750.0,0.1897006630897522,False,3.3749317491110644,-0.5647155150909975,0.03574853610105447,2.3400449492219937,0.9852830156735234,0.17335026590050068
0:10.3,-1750.0,0.19692758321762083,False,3.4214426488294833,-0.5602625321011097,0.05650322286139217,2.3994276867615243,1.0118412497740827,0.13810969063898168
0:10.5,-1750.0,0.2555602498352527,False,3.4883080754673808,-0.5499891665499794,0.08233063883034866,2.4332580849256207,1.0148790516951331,0.08710376632943698
0:10.6,-1750.0,0.259571890036265,False,3.5501420607991836,-0.5386287445574003,0.1029704959307319,2.483014375493168,1.028374547745938,0.046557526035882035
0:10.8,-1750.0,0.23219106793403632,False,3.6291038880265343,-0.5192247347896638,0.13334966346603253,2.516445964382662,1.038308848293073,-0.001155493715326007
0:11.1,-1750.0,0.15000000000000002,False,3.761997678321773,-0.4711396586766003,0.20333710494927096,2.64498871476216,1.0957701024808624,-0.07121009424891082
0:11.4,-1750.0,0.15000000000000013,False,3.9010252813938733,-0.3976412890172046,0.27998368792479733,2.6964680961673135,1.1112836071268883,-0.14731510806728035
0:11.5,-1750.0,0.15000000000000013,False,3.9679508012087163,-0.3506995222286686,0.318616849571868,2.717459245913827,1.097635781780645,-0.19768721720185725
0:11.6,-1750.0,0.15000000000000002,False,4.009105538920265,-0.31888801014705725,0.3429816893837744,2.7463229724756237,1.072958479275171,-0.25256728427461117
0:11.7,-1750.0,0.15000000000000013,False,4.0468010176199085,-0.2860861766771953,0.36637852068186005,2.788946103273679,1.0435906775659458,-0.288428098315095
0:11.9,-1750.0,0.15000000000000013,False,4.116313646886446,-0.21611757854969743,0.4128083058669634,2.822054340456095,1.0084758401583795,-0.3436902394765827
0:12.0,-1750.0,0.15000000000000013,False,4.146019481320591,-0.1813581583704399,0.43424401006810465,2.85175896539345,0.9937279659118289,-0.3766306050719664
0:12.1,-1750.0,0.15000000000000002,False,4.1763215875464965,-0.14087611464049798,0.457191163679843,2.881357199987773,0.9831323858901193,-0.4216994623571284
0:12.2,-1750.0,0.15000000000000013,False,4.205670478761981,-0.09774137671726947,0.48053491101714957,2.9346875423556282,0.9593826103191319,-0.4717647980243202
0:12.4,-1750.0,0.15000000000000002,False,4.257593814010919,-0.010066257078138269,0.5250160411024232,3.000225983928916,0.9119416076173898,-0.5289798407092626
0:12.5,-1750.0,0.15000000000000013,False,4.277847468992185,0.033213565730660664,0.5453114892789405,3.066616924425729,0.8487940257742198,-0.5800921363570486
0:12.6,-1750.0,0.15000000000000002,False,4.297034602608504,0.07808486152111645,0.565479752345746,3.1160285000200596,0.7950234850488075,-0.6324233982191372
0:12.8,-1750.0,0.15000000000000013,False,4.325721117640234,0.16948211593646945,0.604536823891167,3.1564775515912626,0.7601342456051694,-0.6872034899257371
0:12.9,-1750.0,0.15000000000000002,False,4.337297701834993,0.21707590119735024,0.6242927738541495,3.211088445816628,0.6940028236792612,-0.7206508801736402
0:13.0,-1750.0,0.15000000000000013,False,4.347459081984353,0.26835419669678207,0.6446770518662883,3.2433244770206158,0.6430398042095333,-0.7635387219585305
0:13.1,-1750.0,0.15000000000000002,False,4.353120859148175,0.3095509351934339,0.6607454660611065,3.2562971485016807,0.5988477865965127,-0.7889000881314009
0:13.2,-1750.0,0.15000000000000013,False,4.3564702772041315,0.3550310855249579,0.6777239065092555,3.239626389177841,0.5519129031077064,-0.819751485708914
0:13.4,-1750.0,0.17875734908240182,False,4.3597618300092655,0.44086212919609824,0.7068490684143534,3.2172560947342355,0.49648450540577604,-0.8533264598579
0:13.5,-1750.0,0.43879247766070906,False,4.360651648308119,0.48128829154933295,0.7088396670734461,3.2048691780982805,0.4392691073337419,-0.8707349271519106
0:13.6,-1750.0,0.5,False,4.3605324599247695,0.5292895582193131,0.7088396030749086,3.2082686218147134,0.39376065907672186,-0.8876004275938437
0:13.8,-1750.0,0.5,False,4.359574975919898,0.6205453190355121,0.7088405865911518,3.2117655342995715,0.3576296736479839,-0.902958510091664
0:13.9,-1750.0,0.5853333333333335,False,4.358608072297422,0.6620858893948323,0.7067495246619895,3.1917993212698783,0.3006629620723546,-0.9032934901834594
0:14.0,-1750.0,0.82153534116745,False,4.361822415650847,0.7465011707437054,0.6810473126023671,3.176573955595201,0.26904366541395275,-0.9020004303636362
0:14.1,-1750.0,0.5759137882232666,False,4.3660662011968965,0.7985835738719106,0.6769387441584889,3.144650889234212,0.22381609531345073,-0.9060758155988694
