"['Time', 'Velocity', 'Wheel Angle', 'Push Button', 'X Pose', 'Y Pose', 'Z Orien', 'X PF', 'Y PF', 'Z Orien PF']"
0:2.6,0.0,0.5,False,-0.0003209804759699995,-1.65833929356643e-05,-7.967321223739894e-06,0.048766121303976936,-0.021792359196160904,0.0050978199670257286
0:2.7,0.0,0.5,False,-0.0003158174370370598,-1.681114066364133e-05,-7.745673396987936e-06,0.05388144101343456,-0.014882825689362186,0.0029625143201164332
0:4.1,0.0,0.5,False,-0.00032556396281645516,-2.5315690552332775e-05,-6.737986055439526e-06,0.0659503262876386,-0.004294475753976587,0.002569160180090505
0:4.3,-641.6666666666667,0.5,False,-0.0003289775448562822,-2.6025629957317186e-05,-4.92753593640048e-06,0.05676764610358928,-0.0008328933098090145,0.0044577380845229695
0:4.4,-1666.6666666666667,0.5,False,0.0083354711540552,5.194915097997938e-05,-5.633083177456076e-06,0.03874696494945512,-0.005020136414231894,-0.00014253539418627274
0:4.5,-1750.0,0.5,False,0.019246368413164957,2.9030252229281716e-05,-6.090809644040359e-06,0.03941598910232064,-0.0014154399298198228,-0.0015611701565570303
0:4.6,-1750.0,0.5,False,0.047629964360073496,-0.0001655732379477294,-6.04181710473968e-06,0.040651868556141516,0.007049138639048676,0.0001759322587469988
0:4.7,-1750.0,0.5,False,0.09190228305107113,-0.00022951368876664505,-5.276559763512107e-06,0.01675096267282211,0.003702008725246569,-0.013669426840516462
0:4.9,-1750.0,0.5,False,0.21527598078789295,-0.0003398743606363158,-4.964002593715011e-06,0.01713782668701655,0.013323206861296321,0.008618715590958904
0:5.0,-1750.0,0.5,False,0.28030622225329305,-0.001324002692789263,-5.396091580056834e-06,0.05129210744136051,0.0026655976691182305,0.00401603076480974
0:5.1,-1750.0,0.5,False,0.3466556978183882,-0.0012599448805868684,-5.60706414449394e-06,0.09821379242150136,-0.02386180254755884,0.006577324712703151
0:5.3,-1750.0,0.8476301650206248,False,0.4711511371110501,-0.00479266558298818,-0.03986888513484804,0.14420417544793598,-0.03974723173581082,0.02167856900880566
0:5.4,-1750.0,0.8500000000000001,False,0.5203997586905557,-0.009157381854068992,-0.06481061703434177,0.18141106619590203,-0.04856002590626672,0.027024205571423304
0:5.5,-1750.0,0.85,False,0.571143906224397,-0.016362470471216868,-0.09010055266327005,0.21878770861810545,-0.042640710581663424,0.0777408252429914
0:5.6,-1750.0,0.85,False,0.6142018160562759,-0.024299926149248394,-0.11158578150888396,0.27132023641184233,-0.03547668785770354,0.13891631898345091
0:5.7,-1750.0,0.85,False,0.6603398490722994,-0.036190173343568756,-0.13541399128093132,0.31509889184700024,-0.03389354155618541,0.18556853144757582
0:5.9,-1750.0,0.8500000000000001,False,0.7417594231554505,-0.061553350071979665,-0.17737115094469647,0.3560607333940947,-0.030604608075679024,0.23088668138015794
0:6.0,-1750.0,0.85,False,0.7855182978313314,-0.07802723696923794,-0.2006470593571691,0.3871887902567142,-0.026013809591222334,0.2817624227976642
0:6.1,-1750.0,0.85,False,0.830170911550103,-0.09825749097477965,-0.22487965667181103,0.4336620832707844,-0.019587719809399204,0.3074578043943271
0:6.2,-1750.0,0.85,False,0.8738143162237463,-0.12105276587963444,-0.24861373058452058,0.475029824747229,-0.011633935964002112,0.3584202758407687
0:6.4,-1750.0,0.8500000000000001,False,0.9579447031481594,-0.1717061858733795,-0.2961259576394861,0.507231113831562,0.008363002231794203,0.41141260679415187
0:6.5,-1750.0,0.7280296783447266,False,0.9977202248344756,-0.20146779456722602,-0.31614997558557245,0.5436695912380953,0.012476184439127666,0.44075916422964834
0:6.6,-1750.0,0.45727408032549755,False,1.037821732581519,-0.2316911107760857,-0.31812733585279873,0.5830983083429688,0.04561743119908916,0.4856163919259121
0:6.8,-1750.0,0.24514969344139104,False,1.121574780308988,-0.2884359640572339,-0.2817105037454489,0.6183973026612753,0.06490394132903102,0.5263521031956704
0:6.9,-1750.0,0.48696527833938597,False,1.1670500413697245,-0.3176689937036079,-0.2787621056264393,0.6725350750117446,0.09780543793344539,0.5195868884787942
0:7.0,-1750.0,0.5,False,1.210307010994507,-0.3459835712334284,-0.2787619173597671,0.7136132304364564,0.10903529516769525,0.4878851651490701
0:7.1,-1750.0,0.5,False,1.2562689188447365,-0.37548177772368374,-0.2787610984652897,0.7552813737309955,0.14385608090741075,0.47782374005726747
0:7.3,-1750.0,0.24256130522489538,False,1.3440777032162363,-0.4283289790459136,-0.2679001806408635,0.7836586022019773,0.14739825396945053,0.4708408734830815
0:7.4,-1750.0,0.155688888888889,False,1.3853312325380962,-0.45205706011606217,-0.24468928415848867,0.8309515118154974,0.17933337109677155,0.4599031269923022
0:7.5,-1750.0,0.39628571428571446,False,1.4284770863593976,-0.4746613145174393,-0.2302047518583981,0.8864508175058222,0.23152941995073442,0.4476429264081116
0:7.6,-1750.0,0.38977058512965834,False,1.4715418861415737,-0.4958392509325842,-0.22539302182945434,0.9516548705707768,0.28228007204844696,0.4092788250208885
0:7.8,-1750.0,0.26134248566627516,False,1.5592758172956054,-0.5346702890275462,-0.18638358192694085,0.9831516525353192,0.3313228255827216,0.3838399742156422
0:7.9,-1750.0,0.4893560059757671,False,1.6034327662843866,-0.5523952767644029,-0.1836244774654593,1.0138381191237846,0.37984534443649975,0.3743969654427153
0:8.0,-1750.0,0.2130736037572225,False,1.6471918127217264,-0.568944386959473,-0.17361688178618284,1.0669946004528703,0.4144434488208063,0.32722267082159995
0:8.1,-1750.0,0.19388571428571422,False,1.6940630553154907,-0.5852348495537543,-0.15117328532099897,1.1138893345983454,0.4497632456778268,0.3007172762205064
0:8.2,-1750.0,0.4653471891283989,False,1.7387082167804646,-0.5989339158653412,-0.14369989203789435,1.1426006085991924,0.4694781851653538,0.28194924772475777
0:8.4,-1750.0,0.4106411388942173,False,1.8334326741575457,-0.6257215978880342,-0.13437224875190296,1.1837508757108917,0.491767171564639,0.2423724241409721
0:8.5,-1750.0,0.39222913285096483,False,1.8845593799531983,-0.6384599781307286,-0.1275843601671552,1.2214676006962566,0.5113381153437287,0.21898728029318082
0:8.6,-1750.0,0.23927418887615204,False,1.935813834636555,-0.6513878421204335,-0.11244681275629337,1.2730486090285529,0.5280660870649183,0.19951675707415734
0:8.8,-1750.0,0.5,False,2.0305969628774685,-0.6718783680794282,-0.09986604588390988,1.3440090531141247,0.5516214802939164,0.18556188556212783
0:8.9,-1750.0,0.5127883300185203,False,2.079400070047544,-0.6815313235574283,-0.10103143235058966,1.397503514802121,0.5704001957766204,0.1561634017611366
0:9.0,-1750.0,0.5703615494728089,False,2.1260212848170674,-0.6911462561520306,-0.10590335936009383,1.444266086704869,0.5989892193693485,0.1414679830692465
0:9.1,-1750.0,0.48109482874178455,False,2.176831895199524,-0.7021079623362165,-0.1054258141256702,1.50239569575754,0.6287768733440513,0.137207978053341
0:9.3,-1750.0,0.3646495167732241,False,2.277497667282158,-0.7207918603318215,-0.07260331031107262,1.5475681715090355,0.6597488454492296,0.14140537638511202
0:9.4,-1750.0,0.5,False,2.327709073256732,-0.7269200119743804,-0.07159749170475295,1.598842281942316,0.6865019473623349,0.13818040264143394
0:9.5,-1750.0,0.5,False,2.3768397782306705,-0.7327451594863983,-0.07159712668593145,1.639256316604246,0.6911548194775594,0.09550412020193397
0:9.6,-1750.0,0.5,False,2.425814306506097,-0.7409239103792153,-0.07159699229686636,1.6658499192544134,0.70438322808324,0.07767450042649188
0:9.8,-1750.0,0.5,False,2.5260646296219997,-0.7548829060464542,-0.07159863068107589,1.7022346854956596,0.7153214321045633,0.08202121270364658
0:9.9,-1750.0,0.5,False,2.575703499807454,-0.7622560485809864,-0.07159878949728993,1.7339102844005607,0.7137276248874556,0.08555263065026002
0:10.0,-1750.0,0.5,False,2.6267952817972313,-0.7695988098133676,-0.07159848600040428,1.7805682511840646,0.7182566073924743,0.08703138291724044
0:10.1,-1750.0,0.5,False,2.675997716124963,-0.7764024499097744,-0.07159904654019528,1.8184101545502942,0.7365731263269916,0.09849183419960549
0:10.3,-1750.0,0.5712946055491765,False,2.7723833452907876,-0.7898106447883577,-0.07666712189615843,1.8644887773580916,0.7491419564181433,0.09836192888306095
0:10.4,-1750.0,0.5,False,2.8226116462861093,-0.7977165719408985,-0.07666635084933111,1.9162803034906553,0.751305460116436,0.09918013141053386
0:10.5,-1750.0,0.5,False,2.873074154327487,-0.8050496830525894,-0.07666634769037235,1.9932416672220927,0.7324200735630916,0.09486390115992417
0:10.6,-1750.0,0.5,False,2.9230221117416595,-0.8134169836864253,-0.0766675539610048,2.0441023761965433,0.7300100663556345,0.09611122158571611
0:10.8,-1750.0,0.5,False,3.018412993237886,-0.8296809255600501,-0.07666775396459757,2.082303110950077,0.7352548222108376,0.10016878036524982
0:10.9,-1750.0,0.5,False,3.0673836032502564,-0.8386402040888202,-0.07666823064918368,2.128757026565572,0.7461317222026087,0.11668398276923544
0:11.0,-1750.0,0.5,False,3.1149415742088458,-0.845685072789234,-0.0766677702575072,2.1842099810289453,0.7577800464679767,0.11817773731924928
0:11.1,-1750.0,0.5,False,3.1649550168438365,-0.8537266387640083,-0.07666707514645565,2.24386622313853,0.7749812115623141,0.1157057737145125
0:11.3,-1750.0,0.4694182764738798,False,3.2628009931359094,-0.8692855888026293,-0.07551430906635288,2.3035889148692865,0.7938823662105338,0.120594271778423
0:11.4,-1750.0,0.4418026641011238,False,3.3123928363556607,-0.8774322476332694,-0.07138474108403914,2.3738229832689295,0.8169860973767218,0.11347344623664682
0:11.5,-1750.0,0.1568239014625551,False,3.3625185751763604,-0.8839832634402716,-0.05251902209982366,2.4208843431204152,0.8299367905296691,0.12594406356477295
0:11.6,-1750.0,0.15000000000000002,False,3.410656862233409,-0.8873795710417169,-0.02843112091467346,2.4822784113439376,0.844934874227752,0.1143837824935665
0:11.8,-1750.0,0.15000000000000013,False,3.5087939722879025,-0.8855444173593026,0.020494077861686204,2.5337431907725296,0.8476074408646568,0.07505031853547231
0:11.9,-1750.0,0.15000000000000002,False,3.5580840570166306,-0.8823764945740158,0.044529409373136486,2.5705800202783746,0.8494109209749893,0.01660718694278392
0:12.0,-1750.0,0.15000000000000013,False,3.6039932132782253,-0.8777746866420704,0.06737501940775081,2.6339521700500463,0.8635271863936371,-0.02027949266911203
0:12.1,-1750.0,0.15000000000000002,False,3.6514894994353577,-0.8709127988264795,0.09152449497386372,2.6856447859264874,0.854084744410203,-0.06811561635285934
0:12.3,-1750.0,0.15000000000000013,False,3.7445596229510936,-0.8504969850318385,0.1384460047181904,2.715352906982681,0.8621609405258187,-0.10713161501792634
0:12.4,-1750.0,0.15000000000000013,False,3.78730659589127,-0.8378741510956462,0.16115138698920634,2.751429667187706,0.8795993161037524,-0.13386427355341862
0:12.5,-1750.0,0.15000000000000002,False,3.8320626427457753,-0.8213621550840382,0.185198127347094,2.8353007448922547,0.8719645247426072,-0.18047841941673518
0:12.7,-1750.0,0.15000000000000013,False,3.929822622882252,-0.7767059660012801,0.23801183553846395,2.863526285643139,0.8766573786626375,-0.2441287008934068
0:12.8,-1750.0,0.15000000000000002,False,3.9727621473417862,-0.7529219653984329,0.26156141281310413,2.914728206812844,0.8622174812625811,-0.2727147642891681
0:12.9,-1750.0,0.15000000000000013,False,4.01625933272132,-0.7268167683091341,0.2862503550076212,2.9385914558444526,0.859978781641317,-0.3060471399986413
0:13.0,-1750.0,0.15000000000000002,False,4.058730173664445,-0.6996209865230092,0.3105665965753781,2.9809050946619218,0.8109207532225685,-0.35423255507026485
0:13.1,-1750.0,0.15000000000000013,False,4.096724107172486,-0.670877121216673,0.3330473212201993,3.027847592463709,0.7422567732414206,-0.40955738392292457
0:13.3,-1750.0,0.15000000000000002,False,4.175716220285825,-0.5994326431803161,0.3826384361140296,3.0695627252218496,0.6984729523919625,-0.4629036659296445
0:13.4,-1750.0,0.15000000000000013,False,4.211326100587991,-0.561502216223789,0.4063968929907342,3.108757115261993,0.6840796177584014,-0.5012388194999887
0:13.5,-1750.0,0.15000000000000002,False,4.244606987471467,-0.5235227829586286,0.42925692844184393,3.1370135958025025,0.6587936528188376,-0.5524496416005173
0:13.6,-1750.0,0.15000000000000013,False,4.275420118432285,-0.48433259665479045,0.45164698320466545,3.172383653490487,0.6090091511503897,-0.5848159986437097
0:13.8,-1750.0,0.32920000000000005,False,4.327810999937553,-0.40286624263178417,0.48854803979089423,3.2017109435149744,0.560003827512166,-0.6302335046019336
0:13.9,-1750.0,0.30275555555555556,False,4.35226399727887,-0.3622923347092932,0.49740985672314875,3.222660584295084,0.5207538016719103,-0.6782031511881209
0:14.0,-1750.0,0.15000000000000013,False,4.377320086960475,-0.3191932738000299,0.5189860447705527,3.2604876836028738,0.44998138266989707,-0.7054343359608405
0:14.1,-1750.0,0.15000000000000002,False,4.400492820150286,-0.27252105884311506,0.5413592715385124,3.29862722163061,0.401354812169608,-0.7337012090129679
0:14.3,-1750.0,0.15000000000000013,False,4.4358008043772355,-0.17855542118983855,0.5828245656696984,3.3009601741393775,0.3651410174145123,-0.7728352667057313
0:14.4,-1750.0,0.15000000000000013,False,4.44965841311972,-0.1342240348578613,0.6016723675409725,3.2958703871543666,0.3266148436012734,-0.7941229592733751
0:14.5,-1750.0,0.15000000000000013,False,4.4595079519804095,-0.09524964662485634,0.6176404332674527,3.2763776058319003,0.26982641014838554,-0.8248516833303187
0:14.6,-1750.0,0.15000000000000002,False,4.468567443460646,-0.05536852325552939,0.6337883422890258,3.2687264066101944,0.20645424036337473,-0.843592125482348
0:14.8,-1750.0,0.15000000000000002,False,4.482012005014073,0.02194632238598428,0.6634223287643268,3.2597116471178076,0.14903224471813278,-0.8790519864415871
0:14.9,-1750.0,0.15000000000000002,False,4.486062593606945,0.06752960032755237,0.6802979963350095,3.255093616815756,0.10198052994148901,-0.8944462548842055
0:15.0,-1750.0,0.15732529958089192,False,4.4891122030737485,0.11867400347075266,0.6990051335555544,3.2437189447706483,0.06049747715172027,-0.9132008151915718
0:15.1,-1750.0,0.3527001014096397,False,4.490674437118477,0.16910848778124637,0.7103353393809896,3.232588651427159,0.04610152075133052,-0.9360117867240627
0:15.3,-1750.0,0.85,False,4.4899710239574055,0.27651936618636097,0.6915190615594295,3.200668249565445,0.0007645024271687451,-0.9498865531826705
0:15.4,-1750.0,0.85,False,4.493884201447624,0.32882908743585804,0.6726922249935589,3.1847730002979207,-0.03709342196994104,-0.9570954030238158
0:15.5,-1750.0,0.85,False,4.499942492263154,0.3826082982715794,0.6522362809793131,3.1840971653673478,-0.0810593771973437,-0.9466333621365454
0:15.7,-1750.0,0.52736,False,4.517011802646216,0.4752875373134092,0.6285266968943011,3.1587751230527297,-0.12386391273089681,-0.9284585269098354
0:15.8,-1750.0,0.2638666666666667,False,4.526630657674065,0.5219599612851213,0.6370036382782998,3.1104347731055,-0.1455845083600565,-0.9197063178772676
0:15.9,-1750.0,0.15000000000000013,False,4.534700695890597,0.5753216783514841,0.6572661146371115,3.0613253495288304,-0.1754567115247309,-0.9046721854828346
0:16.0,-1750.0,0.15000000000000013,False,4.540062621461345,0.6269803337288109,0.6768089567570266,2.9916029161716438,-0.18385473080360804,-0.9041208208031305
0:16.2,-1750.0,0.3790000000000001,False,4.544472880814618,0.7237060788670161,0.7032199063608481,2.9309401684069494,-0.18832921146776457,-0.9223005304933866
0:16.3,-1750.0,0.5,False,4.544918507472942,0.7786323207845804,0.703220748564236,2.8866009191922313,-0.20420536964828803,-0.9379617116916593
0:16.4,-1750.0,0.5,False,4.5457851081605405,0.828631477872889,0.7032206343532388,2.853916618055106,-0.2163990278637695,-0.9525149525967928
0:16.5,-1750.0,0.5,False,4.546489727146919,0.8818112532718634,0.7032207512062121,2.8198244295611357,-0.26459349382351494,-0.9603255263006272
0:16.6,-1750.0,0.5,False,4.546558586718181,0.9316128121727334,0.7032213951806529,2.7923177818262994,-0.3033863883747812,-0.9606020241652126
0:16.8,-1750.0,0.5,False,4.548253688379044,1.0354142846831191,0.7032211447735478,2.775172085710083,-0.3241312556891016,-0.9615811725942229
0:16.9,-1750.0,0.5,False,4.549035293010402,1.08774956050263,0.703221074148423,2.729637395712478,-0.3559740215146618,-0.9617324918004081
0:17.0,-1750.0,0.5,False,4.549941235402672,1.1361342370300904,0.7032211854658541,2.6830894692977894,-0.4054026135501342,-0.9648064574799198
0:17.2,-1750.0,0.7472422420978546,False,4.55182811404722,1.2344971028171705,0.6894220274077653,2.6316438020942203,-0.44664442643859936,-0.9701837677885066
0:17.3,-1750.0,0.5117287353706359,False,4.5542461424396095,1.2820958441349146,0.6871530218646549,2.5754596146151907,-0.5116478411422799,-0.9688689660855924
0:17.4,-1750.0,0.5,False,4.558281957854929,1.3424278686409092,0.6871541199662949,2.535514711561376,-0.5626197577088803,-0.9693773002078659
0:17.5,-1750.0,0.5,False,4.560933969205507,1.3797893384761581,0.6871537267172682,2.49867852278692,-0.6124635085867656,-0.9705373699061801
0:17.7,-1750.0,0.20120000000000005,False,4.565179603385893,1.4776158611296466,0.7084100311852138,2.476403459412897,-0.6365105533306273,-0.971076772783378
0:17.8,-1750.0,0.45300000000000007,False,4.564271902172008,1.5287228266438533,0.7137000751188025,2.4433669808378786,-0.6770996017928467,-0.9698235546547581
0:17.9,-1750.0,0.5,False,4.562934790155084,1.5825693201697757,0.7136994695340639,2.4182061191127557,-0.7140782668819624,-0.97318239835162
0:18.0,-1750.0,0.5,False,4.562076404777329,1.6312073696504648,0.7136990473178313,2.403042715357432,-0.7130863195082777,-0.9796983959374582
0:18.1,-1750.0,0.5,False,4.561504091145032,1.6840195087590573,0.7136994326334993,2.336706156366938,-0.7319448366859267,-0.9822276094586114
0:18.3,-1750.0,0.5,False,4.559109252791691,1.785050772334292,0.7136996761021541,2.2974113579873663,-0.7150303438674309,-0.987257686407044
0:18.4,-1750.0,0.5,False,4.558624287961189,1.8482605946848203,0.7136994052185673,2.2364861209242695,-0.7200742073244722,-0.9875778327901613
0:18.5,-1750.0,0.4488,False,4.55827745965603,1.886226717184576,0.7152671602718805,2.1707722518784327,-0.7359347027485453,-0.9872157424564785
0:18.7,-1750.0,0.17845836458206177,False,4.552186840321015,1.986596440659255,0.7458593572598393,1.9851931495578368,-0.8019331565335165,-0.9919944147604621
0:18.8,-1750.0,0.43492384523664207,False,4.546705250794514,2.0362710366421304,0.7511350953556766,1.8524583046504282,-0.8539918261258809,-0.9956702873911767
0:18.9,-1750.0,0.5,False,4.540195134229992,2.0837556731718427,0.7511352229353472,1.7976728894310692,-0.8567614256522603,-0.9985992249732029
0:19.0,-1750.0,0.5,False,4.533664036737813,2.1329838299534325,0.751134949168352,1.7447703519477256,-0.8551821838293445,-0.9998870574400025
0:19.2,-1750.0,0.48900476239238466,False,4.518140906913498,2.238105623605023,0.7511334367917253,1.728398500413541,-0.854346389931415,-0.9999978835485616
0:19.3,-1750.0,0.26026389031112185,False,4.510841690408123,2.2915483969048074,0.7579190023375846,1.6744560925204883,-0.8553686435311648,-0.9999952830741503
0:19.4,-1750.0,0.15000000000000002,False,4.4983936609455775,2.3561421626648578,0.7785425096387213,1.6222112228090029,-0.8522013579529795,0.9996334605920449
0:19.5,-1750.0,0.21067094758351657,False,4.490862899087496,2.388262827784106,0.7871921255267482,1.5630909739639551,-0.8535056692122419,0.9995940125545985
0:19.7,-1750.0,0.5,False,4.467411102802368,2.4807376744773255,0.7890821189806709,1.5050775916069383,-0.8553329026447702,0.9978293246708158
0:19.8,-1750.0,0.5,False,4.456376016691449,2.5274350955586518,0.7890817902935346,1.4562302192449987,-0.8470232562373989,0.994205337534731
0:19.9,-1750.0,0.3930400720664433,False,4.445064156052374,2.575217133924481,0.7911367933238633,1.4105405198674303,-0.8438175467841149,0.9926243490283889
0:20.0,-1750.0,0.23785714209079745,False,4.4314173417301586,2.6255010139452284,0.8011322566075642,1.357461470448185,-0.835771871995679,0.9941672487948737
0:20.2,-1750.0,0.5,False,4.400911542922867,2.7201322889661577,0.8082626954531528,1.3164568570271147,-0.8468335930857609,0.9915145498406488
0:20.3,-1750.0,0.5,False,4.384765935910766,2.7694879951019304,0.8082628434037948,1.2711790172506754,-0.848054638831823,0.9891429274908724
0:20.4,-1750.0,0.5,False,4.3681207494595515,2.818899334211929,0.8082627087764682,1.2309572385722483,-0.8449593272269743,0.986961111551538
0:20.5,-1750.0,0.5,False,4.352530841317218,2.8685967643433017,0.8082627010357382,1.1586802771116576,-0.858025462063986,0.9887329967713484
0:20.7,-1750.0,0.1929017148137092,False,4.320852208002025,2.9629078856976077,0.816701887669401,1.1057416074103,-0.8674595479241468,0.9890027311489684
0:20.8,-1750.0,0.2606913716043745,False,4.303051641834732,3.009553778711866,0.8290625010403543,1.0533948930402899,-0.8590091028363369,0.9895059549346171
0:20.9,-1750.0,0.4953588865651025,False,4.286335571682821,3.051255936206139,0.830462943278371,1.009737864564484,-0.8417856967113811,0.9885831776645655
0:21.1,-1750.0,0.5,False,4.249789156236675,3.14143964036821,0.8304637305274465,0.9674202896235984,-0.8207580810023082,0.9832613654061738
0:21.2,-1750.0,0.5,False,4.229654115489465,3.1897955796534854,0.8304638459333074,0.9063132594489052,-0.8192789430333371,0.9792097746581627
0:21.3,-1750.0,0.5,False,4.209081970736669,3.2381889348968302,0.8304640674202921,0.860376235349879,-0.8244043504241426,0.9767605498838057
0:21.4,-1750.0,0.5,False,4.189984637140961,3.2868498434535574,0.830464964283526,0.8337335520441451,-0.8087113835480322,0.97576206784874
0:21.5,-1750.0,0.5,False,4.170132138478056,3.3365613838263064,0.8304647753385688,0.7907180320172783,-0.7861664660759554,0.9744345856691635
0:21.7,-1750.0,0.509267371147871,False,4.131713139970115,3.4307162117621113,0.8303433986901907,0.7439749132129608,-0.7682350789118809,0.9752826488364705
0:21.8,-1750.0,0.6254608727991582,False,4.112846086138412,3.4747781941753626,0.8266460741138905,0.6934764104358513,-0.7062314745475624,0.975190623893213
0:21.9,-1750.0,0.5,False,4.093850012741474,3.5205660748213425,0.8251019976011207,0.643393514977695,-0.6286652473726939,0.9771068624684905
0:22.1,-1750.0,0.5,False,4.055798510149197,3.611633302349981,0.8251013152234695,0.6045585018722779,-0.6092928960372297,0.9809071171989358
0:22.2,-1750.0,0.5,False,4.035327403387546,3.662638280074332,0.8251015453262442,0.5397869583296866,-0.6040153151507367,0.9829564076316637
0:22.3,-1748.1873854994774,0.5,False,4.016659659939798,3.7095081814373687,0.8251010821579381,0.47678170070766784,-0.5923923307017777,0.9832762380531376
0:22.4,-623.5405216614402,0.5,False,3.9969867926427645,3.7599881151363093,0.8251006124487354,0.419777915691693,-0.5785806413196749,0.983253797192852
0:22.5,0.0,0.5,False,3.988084211329771,3.7836623125893762,0.8251003591814434,0.3617572249931731,-0.5669334487300147,0.984469894329968
0:22.7,0.0,0.5,False,3.9863317669634575,3.788128306734344,0.8251003121971725,0.2576909002118217,-0.5271815141435982,0.9831648414012512
0:22.8,0.0,0.5,False,3.9859942501809194,3.78901925213327,0.825100185952413,0.15884999972988847,-0.4530996251488374,0.9800937001909303
0:22.9,0.0,0.5,False,3.9857284745730635,3.7896946329258987,0.8251003451323554,0.08293327794725885,-0.3655622341234649,0.9756534133332975
