Time,Velocity,Wheel Angle,Push Button,X Pose,Y Pose,Z Orien,X PF,Y PF,Z Orien PF
0:1.2,0.0,0.5,False,0.07391906020683733,-0.13858534460125854,0.02233345804291651,-0.10914940933601763,0.1428962139780463,-0.015232217626649237
0:1.3,0.0,0.5,False,0.07809142807582059,-0.1393828795174908,0.015255203894440286,-0.10506645177869295,0.11897132145011485,-0.026289321760468498
0:3.3,0.0,0.5,False,-0.08093431245250944,-0.027284726649851817,0.009000885962069872,0.04610982899248779,0.026590900962398037,-0.008976790423573541
0:3.4,0.0,0.5,False,-0.08207031549517844,-0.027508160854368916,0.0025552603874926237,0.0485684415747385,0.02977053330955756,0.014734356410169958
0:3.6,-1143.3333333333333,0.5,False,-0.08060597827797039,-0.03246347728215535,-0.01466336018707285,0.048700457840763156,0.03768554738401954,0.0102711439668016
0:3.8,-1750.0,0.5,False,-0.007191923299927971,-0.020002263428378714,-0.005364683905615972,0.0387366147304129,0.019331224419711975,-0.0005670862180541963
0:4.0,-1750.0,0.5,False,0.1283408329329557,-0.026676284804105263,0.01392886854157254,0.016979159994930132,0.026652213809395146,-0.013901109878461456
0:4.1,-1750.0,0.5,False,0.23301362457576213,-0.027958167974218753,0.003197490711899924,0.01262208583725069,0.02896590117264273,-0.0031700591497910726
0:4.2,-1750.0,0.5,False,0.33512467721204553,-0.023695133205125903,0.008127681838702876,0.027219869396118118,0.023938546977661963,-0.013029158265622965
0:4.3,-1750.0,0.5,False,0.436048915057632,-0.020808332657178394,0.013057003055832381,0.06075588831781106,0.025104687058583833,-0.02023333927028384
0:4.5,-1750.0,0.5,False,0.6194984737037312,-0.02269861698983059,0.011376451127952809,0.12176136582844044,0.024953875757811536,-0.002463015681452477
0:4.6,-1750.0,0.5,False,0.680470510306617,-0.014701343299442074,0.006955262776270229,0.19400800575454738,0.006320976558101286,-0.01139118236885613
0:4.8,-1750.0,0.3333274227380753,False,0.8109156128503521,-0.024166825914275682,0.01768785934015763,0.24168372342578187,0.016582658690680315,-0.056640394666591626
0:4.9,-1750.0,0.3270911604166031,False,0.8712761583558943,-0.05023359399010141,0.018186279083668537,0.2986710548860254,0.022845167200302652,-0.06163267789652728
0:5.0,-1750.0,0.45880301296710974,False,0.8984658150757534,-0.052032639854620824,0.004814901639407282,0.36626350418692233,0.021479902869461283,-0.06281005963471786
0:5.1,-1750.0,0.4867041321098805,False,0.9303083385668169,-0.054344132897254135,0.004247855486613154,0.40690873138099976,0.0036782839700841424,-0.08509957133571353
0:5.3,-1750.0,0.4184092192927997,False,1.0515853791303373,-0.06184109938969152,0.032569894651766566,0.47941911768398393,-0.028849603136801204,-0.10203044203627644
0:5.4,-1750.0,0.2722495317220688,False,1.0881490457066483,-0.0836229424789027,0.016751259969089452,0.5377589151502313,-0.02194708890364227,-0.11280905924360103
0:5.5,-1750.0,0.49036723904609686,False,1.1198657602376647,-0.09609287123334195,0.005052294834648297,0.6034481304458094,-0.01620767041265566,-0.11842343883021968
0:5.6,-1750.0,0.5,False,1.1911476373566185,-0.13004831964045868,0.022845575731716812,0.6363860332788642,-0.017516505021589607,-0.15368775571480334
0:5.7,-1750.0,0.5,False,1.2615228618989867,-0.1828502375614075,0.052618421501066104,0.6967487406652358,-0.02743822740031825,-0.1773477970908812
0:5.9,-1750.0,0.5,False,1.4054489007567312,-0.2316004608545421,0.06808143508725838,0.7211653871503123,-0.016279660545659304,-0.18421772066819786
0:6.0,-1750.0,0.5,False,1.4584714622511585,-0.2734274216806487,0.06978175804362019,0.792203962857439,-0.014965871899326466,-0.18246044823967236
0:6.1,-1750.0,0.5,False,1.5347481238854375,-0.28878846543838677,0.07378469300309567,0.8325440168602851,-0.025217148397177855,-0.19035035225128688
0:6.2,-1750.0,0.5,False,1.6071799904758053,-0.3187120250249631,0.08509071276925223,0.8931379982693787,-0.04347389001654062,-0.2047195376748442
0:6.4,-1750.0,0.5,False,1.7610990853713262,-0.38561863548692016,0.11231676025413127,0.9157759679052568,-0.05372313836310308,-0.22428313585129808
0:6.5,-1750.0,0.5,False,1.8280984996022878,-0.42164356942588377,0.12663628108247782,0.9492278377381703,-0.06612349735956724,-0.23831474851343035
0:6.6,-1750.0,0.5,False,1.8798761971526958,-0.4252060053821486,0.12455574103800993,1.0058640390587763,-0.09634111000402815,-0.23424138724400853
0:6.8,-1750.0,0.5,False,2.0049520092273214,-0.428318837117583,0.11990938794756673,1.0484713229876623,-0.12179234391202579,-0.23172890973306037
0:6.9,-1750.0,0.5,False,2.052288286185357,-0.4619798337902652,0.13018280110026195,1.1014470253660078,-0.14006318480003474,-0.24179117212144582
0:7.0,-1750.0,0.5,False,2.113976296292071,-0.4771229177451144,0.13164334250986864,1.1499582029146507,-0.15589466166828903,-0.24465113605957092
0:7.2,-1750.0,0.5,False,2.210031909113117,-0.5167693661161243,0.14035037146593907,1.2734507319322135,-0.2123016973893585,-0.25881601890516415
0:7.4,-1750.0,0.5,False,2.3065435339685134,-0.5311069929899473,0.13729698002585344,1.325384534842748,-0.23882209534341808,-0.24875002691825795
0:7.6,-1750.0,0.5,False,2.454086203615816,-0.5436563471333723,0.13731879226019145,1.3214803315399657,-0.2431092256204967,-0.24879068445338107
0:7.7,-1750.0,0.5,False,2.557878704093354,-0.583352419704186,0.14918747754868472,1.3654551650239646,-0.2689471216526893,-0.271924884971713
0:7.8,-1750.0,0.5,False,2.619156506938704,-0.6308952858399224,0.1634043890573648,1.4074405178813296,-0.28826212548768826,-0.2765454616334705
0:7.9,-1750.0,0.5,False,2.6563871401696764,-0.6744671889567138,0.1740118306111625,1.4750570137291512,-0.3238791218510298,-0.2845689930965488
0:8.0,-1750.0,0.5,False,2.6916934886377333,-0.6784815951669478,0.17401183391150454,1.5215572210392847,-0.3259422975036801,-0.2771627692133467
0:8.1,-1750.0,0.48614609232172373,False,2.7464819992248937,-0.6844158149009038,0.16640831775888706,1.571412870150171,-0.3669730629518084,-0.2840304985668521
0:8.2,-1750.0,0.39012243151664733,False,2.767142408731017,-0.7012289668056572,0.17058220987444356,1.5995707122375964,-0.4015875834656687,-0.2912439517211991
0:8.4,-1750.0,0.4906148125231266,False,2.9352796818487654,-0.7060186097000068,0.15626225611909805,1.6488084356267976,-0.4216037936990221,-0.2875024170252835
0:8.5,-1750.0,0.5,False,3.0130287737283643,-0.7207989484351747,0.15257536247073417,1.719354003065909,-0.4537302058105297,-0.2982863941648959
0:8.6,-1750.0,0.5,False,3.0781611954247134,-0.8005571233350827,0.17063855005078393,1.7423412450417908,-0.46444854878259534,-0.3223868191994131
0:8.7,-1750.0,0.5,False,3.1630227122946692,-0.8884526874179091,0.1931837619500415,1.776017306192156,-0.501154502432184,-0.34172039637558266
0:8.9,-1750.0,0.5,False,3.2323005052914686,-0.9524683033347374,0.2087732786158814,1.8547552686782423,-0.5580504716759722,-0.35233504734598675
0:9.0,-1750.0,0.5,False,3.3126913968676206,-0.9925099624984719,0.21538199791037116,1.9023788045820147,-0.594945242690144,-0.35439262300756186
0:9.1,-1750.0,0.5042836168780923,False,3.3714055814080828,-1.0051600639871672,0.21645496116574167,1.9525999401021275,-0.6237125734952627,-0.35488929573819394
0:9.2,-1750.0,0.6001745424487374,False,3.410854426823429,-1.0243379126606715,0.22299672085928593,2.0272560310484953,-0.6498643375282558,-0.3426273794452295
0:9.4,-1750.0,0.7174319658960615,False,3.4752379653875667,-1.1159518517793665,0.2532751441478187,2.11941280138297,-0.6684484363949319,-0.33352490669215823
0:9.5,-1750.0,0.6523473843018214,False,3.5238076152068656,-1.1381074165793625,0.2655913447470977,2.1891144037845627,-0.6988175848953171,-0.31778285818861124
0:9.6,-1750.0,0.5084003713051478,False,3.5581131232221397,-1.1601839174386792,0.2688446608411159,2.237968785955512,-0.7304236506702828,-0.2935405382977942
0:9.7,-1750.0,0.5,False,3.5794058047081467,-1.0630995992362573,0.24663443618229508,2.2788702436998403,-0.7516776935630978,-0.2632139533934777
0:9.8,-1750.0,0.5,False,3.6265994475251397,-0.9228034012977023,0.21591415369255923,2.3310613492491674,-0.8017303943716696,-0.2584170831872216
